user,user,mean_item_id,median_item_id,item_id_variance,item_id_std_dev,item_id_range,skewness,kurtosis,interaction_polarity,mean_difference,max_difference,IQR7525,IQR8020,rating_entropy,label
0,0,485.34188034188037,513.0,86880.69245505452,294.75530946032933,958,-0.0006841287556520611,-1.3292441879568657,-27.65811965811963,8.258620689655173,36.0,1.0,1.0,1.0176128822296737,1
1,1,66.74074074074075,72.0,1323.4301994301995,36.37898018678093,119,-0.3546141056094801,-0.7920986482695014,-5.259259259259252,4.576923076923077,21.0,1.0,1.0,0.6591525038229908,0
2,2,467.65868263473055,425.0,93221.31051150702,305.32165090524944,984,0.15974223645944563,-1.4108570682203971,42.65868263473055,5.927710843373494,31.0,2.0,2.0,1.0945421801499164,1
3,3,524.433962264151,504.5,99399.12416891284,315.27626642186823,932,-0.015354619977299335,-1.566751372065503,19.933962264150978,8.876190476190477,56.0,0.0,0.0,0.5148225508003825,0
4,4,440.04,427.5,76358.82666666668,276.3310092383167,873,0.033696104161792646,-1.3914928944865694,12.54000000000002,8.818181818181818,42.0,1.0,1.0,0.686150560966712,0
5,5,279.7647058823529,211.0,31440.566176470587,177.31487860997618,558,0.7116772597776522,-0.6768148053862428,68.76470588235293,34.875,155.0,0.0,0.7999999999999998,0.6779087256441981,0
6,6,354.8440366972477,294.0,55083.828097915735,234.69944204858209,796,0.40257520785420214,-1.119096339374573,60.8440366972477,3.6682027649769586,23.0,1.0,2.0,1.0447172427396763,0
7,7,440.5416164053076,441.0,65516.63745680441,255.96217973912556,934,0.021556331623142962,-1.1653069014795612,-0.45838359469240686,1.1280193236714975,38.0,1.0,2.0,1.0582120628029152,0
8,8,481.5108695652174,541.5,91476.07638393916,302.45012214237767,952,-0.1472158976989787,-1.3934434891203353,-59.98913043478262,5.202185792349726,41.0,1.0,1.0,0.9913497445701593,0
9,9,58.55555555555556,28.0,4895.527777777777,69.96804826331643,176,0.7499204590383519,-1.1938387329323856,30.555555555555557,22.0,101.0,1.0,1.0,0.6869615765973234,0
10,10,479.0314814814815,474.0,80207.46653954512,283.2092274971723,998,0.07231833539343879,-1.1493252560656613,5.031481481481478,1.8515769944341374,9.0,1.0,2.0,1.0451185239492324,0
11,11,237.625,233.0,14368.042475728158,119.86676968921853,596,-0.04350207377116713,-0.43624636884184964,4.625,5.786407766990291,167.0,1.0,1.0,0.9129137830235791,0
12,12,284.0390625,259.5,36393.23468257872,190.77010951031798,637,0.22546486315742403,-1.1841688442194602,24.5390625,5.015748031496063,38.0,1.0,1.0,0.7568592264791049,0
13,13,417.456,474.0,60370.250064516156,245.7035817087658,953,-0.03857492332554331,-1.097302454255576,-56.54399999999998,7.685483870967742,57.0,0.0,0.0,0.6113207445803619,0
14,14,414.4864253393665,409.5,55405.765121433156,235.38429242715657,828,-0.0034014646134688377,-1.1620383188646748,4.986425339366519,1.8775510204081634,12.0,0.0,0.0,0.5460563179902534,0
15,15,446.00927643784786,421.0,75000.89024836026,273.86290411145546,992,0.1966077582371241,-1.0961028574976077,25.00927643784786,1.8438661710037174,11.0,1.0,1.0,1.0525682504007625,0
16,16,621.5071428571429,685.5,78003.35966084273,279.2908155683655,978,-0.6819317749165827,-0.6965222052226441,-63.99285714285713,7.0359712230215825,36.0,2.0,2.0,1.0924166627894774,0
17,17,482.2985074626866,564.0,102991.23353159016,320.9224727743293,931,-0.1405328291210415,-1.5769210804251317,-81.70149253731341,7.0,91.0,1.0,1.0,0.8753820270522545,1
18,18,468.2307692307692,388.0,112450.12955465587,335.3358459136987,937,0.04349377372381817,-1.6477985184752764,80.23076923076923,24.657894736842106,147.0,1.0,1.0,0.9320181767661446,1
19,19,285.87179487179486,269.0,29403.23605604018,171.4737182662118,596,0.04824889083017843,-1.1722655012939804,16.87179487179486,3.0721649484536084,25.0,0.0,1.0,0.5384053076085861,0
20,20,536.437037037037,548.0,68409.75533443889,261.5525861742508,978,-0.2514587073723212,-0.8497850442326502,-11.562962962962956,7.298507462686567,48.0,0.0,0.0,0.40396555498648357,0
21,21,609.6274509803922,646.0,78005.71843137254,279.2950383221523,965,-0.4418624500352128,-1.0967408498198787,-36.372549019607845,19.3,152.0,1.0,1.0,0.8577809123799273,1
22,22,508.4304932735426,553.0,95213.72375065644,308.5672110750856,992,-0.05186920902941657,-1.484274046192189,-44.569506726457405,4.468468468468468,37.0,1.0,1.0,0.8554859600137497,0
23,23,319.73493975903614,220.0,57118.53864237439,238.99485066079225,887,0.9992436499277647,-0.15424363472564062,99.73493975903614,10.817073170731707,78.0,1.0,1.0,0.945965970084894,0
24,24,397.1219512195122,394.5,57593.895271279194,239.98728147816334,861,0.03582397930484087,-1.219901254375258,2.621951219512198,3.5142857142857142,22.0,1.0,2.0,1.0690275245837058,0
25,25,240.0,201.5,12947.04347826087,113.78507581515632,416,0.24068384167236356,-0.9218769809591962,38.5,18.08695652173913,100.0,1.0,1.0,0.9596147939120492,1
26,26,159.35714285714286,162.5,5494.45194805195,74.12457047465402,285,-0.5724963164490555,-0.4901055501293432,-3.142857142857139,5.181818181818182,26.0,1.0,1.0,0.9529371001252029,0
27,27,317.0245901639344,207.0,77533.51178702072,278.4484005826227,871,0.6536819387938849,-1.0414742210217873,110.02459016393442,7.198347107438017,53.0,1.0,1.0,0.9973292022367275,1
28,28,481.9811320754717,521.5,96419.77106918242,310.5153314559241,948,-0.03698943907723682,-1.5028929041556036,-39.51886792452831,9.028571428571428,51.0,1.0,1.0,0.8161688930699658,0
29,29,279.98148148148147,189.0,58642.16946191475,242.16145329493452,815,0.8027762596572809,-0.5684894344433702,90.98148148148147,15.377358490566039,118.0,1.0,1.0,0.9737285666387194,0
30,30,387.655601659751,373.0,53703.97672890734,231.74118479223182,808,0.18280443963173848,-1.1801700478124675,14.655601659751028,3.3666666666666667,28.0,1.0,1.0,0.9743761236654394,0
31,31,742.3282442748092,820.0,57809.52988843217,240.43612434164748,978,-1.4198332583125983,1.3216731052823674,-77.67175572519079,7.523076923076923,89.0,1.0,2.0,1.0468824500962681,0
32,32,397.125,402.5,46947.68947368419,216.67415506627503,720,-0.19154341179597525,-1.2171000109439316,-5.375,7.578947368421052,49.0,1.0,1.0,0.7279072127652159,0
33,33,470.8979591836735,529.0,116026.42687074828,340.6265210912801,959,-0.02631013452329452,-1.5931455415092934,-58.10204081632651,19.979166666666668,210.0,1.0,1.0,1.0032702881443007,1
34,34,481.6376811594203,513.0,125284.6756180733,353.9557537575471,963,0.009238555751870547,-1.7423355388072541,-31.36231884057969,14.161764705882353,98.0,1.0,1.0,0.864719594228581,1
