average_rating,total_interactions,likes,dislikes,neutral,likes_ratio,dislikes_ratio,neutral_ratio,interaction_balance,balance_ratio,mean,std,cv,followed majority,followed majority %,no_rating,user,label
0.3247863247863248,117,59,21,37,0.5042735042735043,0.1794871794871795,0.3162393162393162,38,0.3247863247863248,92.33333333333333,19.078784028338912,20.662942990980774,64,0.5470085470085471,877,0,1
0.6296296296296297,27,17,0,10,0.6296296296296297,0.0,0.37037037037037035,17,0.6296296296296297,20.333333333333332,8.54400374531753,42.019690550741956,19,0.7037037037037037,967,1,0
0.0718562874251497,167,61,49,57,0.3652694610778443,0.2934131736526946,0.3413173652694611,12,0.0718562874251497,129.0,6.110100926607787,4.736512346207586,64,0.38323353293413176,827,2,1
0.8113207547169812,106,88,2,16,0.8301886792452831,0.018867924528301886,0.1509433962264151,86,0.8113207547169812,95.33333333333333,46.144699948459234,48.40353141446773,69,0.6509433962264151,888,3,0
0.65,100,66,1,33,0.66,0.01,0.33,65,0.65,78.0,32.50128202599604,41.668310289738514,67,0.67,894,4,0
0.7058823529411765,17,13,1,3,0.7647058823529411,0.058823529411764705,0.17647058823529413,12,0.7058823529411765,15.0,6.429100507328637,42.86067004885758,12,0.7058823529411765,977,5,0
0.11467889908256881,218,70,45,103,0.3211009174311927,0.20642201834862386,0.4724770642201835,25,0.11467889908256881,149.33333333333334,29.091808698211484,19.48112189612376,90,0.41284403669724773,776,6,0
0.23039806996381182,829,381,190,258,0.45958986731001206,0.22919179734620024,0.3112183353437877,191,0.23039806996381182,657.0,96.81081206834975,14.735283419840146,553,0.6670687575392038,165,7,0
0.17391304347826086,184,60,28,96,0.32608695652173914,0.15217391304347827,0.5217391304347826,32,0.17391304347826086,120.0,34.019602192461534,28.349668493717946,76,0.41304347826086957,810,8,0
0.4444444444444444,9,4,0,5,0.4444444444444444,0.0,0.5555555555555556,4,0.4444444444444444,5.666666666666667,2.6457513110645907,46.68972901878689,6,0.6666666666666666,985,9,0
0.07592592592592592,540,160,119,261,0.2962962962962963,0.22037037037037038,0.48333333333333334,41,0.07592592592592592,366.0,73.08214556237385,19.96779933398193,260,0.48148148148148145,454,10,0
0.4519230769230769,104,56,9,39,0.5384615384615384,0.08653846153846154,0.375,47,0.4519230769230769,78.0,23.797758998135375,30.50994743350689,63,0.6057692307692307,890,11,0
0.640625,128,93,11,24,0.7265625,0.0859375,0.1875,82,0.640625,112.0,44.07191093353377,39.34992047636944,72,0.5625,866,12,0
0.744,125,101,8,16,0.808,0.064,0.128,93,0.744,114.33333333333333,51.539628765963506,45.07839250667362,83,0.664,869,13,0
0.7918552036199095,442,358,8,76,0.8099547511312217,0.01809954751131222,0.17194570135746606,350,0.7918552036199095,391.3333333333333,185.5837636576361,47.42344897554585,277,0.6266968325791855,552,14,0
0.20593692022263452,539,217,106,216,0.4025974025974026,0.19666048237476808,0.4007421150278293,111,0.20593692022263452,395.0,63.799164048859865,16.15168710097718,273,0.5064935064935064,455,15,0
-0.014285714285714285,140,42,44,54,0.3,0.3142857142857143,0.38571428571428573,-2,-0.014285714285714285,104.0,6.429100507328637,6.18182741089292,58,0.4142857142857143,854,16,0
0.15671641791044777,134,35,14,85,0.26119402985074625,0.1044776119402985,0.6343283582089553,21,0.15671641791044777,77.33333333333333,36.473734842120756,47.164312295845804,43,0.3208955223880597,860,17,1
0.4358974358974359,39,24,7,8,0.6153846153846154,0.1794871794871795,0.20512820512820512,17,0.4358974358974359,33.666666666666664,9.539392014169456,28.33482776485977,23,0.5897435897435898,955,18,1
0.7846153846153846,195,154,1,40,0.7897435897435897,0.005128205128205128,0.20512820512820512,153,0.7846153846153846,168.33333333333334,79.50471684120383,47.23052485616069,107,0.5487179487179488,799,19,0
0.837037037037037,135,121,8,6,0.8962962962962963,0.05925925925925926,0.044444444444444446,113,0.837037037037037,131.0,65.82552696332935,50.248493865136915,71,0.5259259259259259,859,20,0
0.5490196078431373,51,33,5,13,0.6470588235294118,0.09803921568627451,0.2549019607843137,28,0.5490196078431373,42.333333333333336,14.422205101855956,34.06820102800619,32,0.6274509803921569,943,21,1
0.4260089686098655,223,106,11,106,0.47533632286995514,0.04932735426008968,0.47533632286995514,95,0.4260089686098655,152.33333333333334,54.84827557301445,36.00543254246025,118,0.5291479820627802,771,22,0
0.42168674698795183,83,50,15,18,0.6024096385542169,0.18072289156626506,0.21686746987951808,35,0.42168674698795183,71.0,19.39931270260195,27.322975637467533,47,0.5662650602409639,911,23,0
-0.12601626016260162,246,56,87,103,0.22764227642276422,0.35365853658536583,0.4186991869918699,-31,-0.12601626016260162,177.33333333333334,23.895606290697042,13.474965953400586,87,0.35365853658536583,748,24,0
-0.4166666666666667,24,4,14,6,0.16666666666666666,0.5833333333333334,0.25,-10,-0.4166666666666667,20.0,5.291502622129181,26.45751311064591,6,0.25,970,25,1
0.39285714285714285,56,28,6,22,0.5,0.10714285714285714,0.39285714285714285,22,0.39285714285714285,41.333333333333336,11.372481406154654,27.514067918116098,29,0.5178571428571429,938,26,0
0.36065573770491804,122,66,22,34,0.5409836065573771,0.18032786885245902,0.2786885245901639,44,0.36065573770491804,99.33333333333333,22.744962812309307,22.897613569438903,67,0.5491803278688525,872,27,1
0.5849056603773585,106,69,7,30,0.6509433962264151,0.0660377358490566,0.2830188679245283,62,0.5849056603773585,86.0,31.342197327777345,36.44441549741552,70,0.660377358490566,888,28,0
0.3888888888888889,54,31,10,13,0.5740740740740741,0.18518518518518517,0.24074074074074073,21,0.3888888888888889,45.333333333333336,11.357816691600547,25.05400740794238,32,0.5925925925925926,940,29,0
-0.1037344398340249,241,40,65,136,0.16597510373443983,0.2697095435684647,0.5643153526970954,-25,-0.1037344398340249,150.33333333333334,49.80294502670834,33.128344807123064,60,0.24896265560165975,753,30,0
0.24427480916030533,131,64,32,35,0.48854961832061067,0.24427480916030533,0.26717557251908397,32,0.24427480916030533,107.66666666666667,17.67295485574875,16.414509153946206,60,0.4580152671755725,863,31,0
0.6666666666666666,96,71,7,18,0.7395833333333334,0.07291666666666667,0.1875,64,0.6666666666666666,84.0,34.219877264537345,40.737949124449216,69,0.71875,898,32,0
0.2653061224489796,49,20,7,22,0.40816326530612246,0.14285714285714285,0.4489795918367347,13,0.2653061224489796,34.333333333333336,8.144527815247077,23.72192567547692,25,0.5102040816326531,945,33,1
0.5217391304347826,69,46,10,13,0.6666666666666666,0.14492753623188406,0.18840579710144928,36,0.5217391304347826,60.333333333333336,19.974984355438178,33.10770887641687,48,0.6956521739130435,925,34,1
0.5882352941176471,51,35,5,11,0.6862745098039216,0.09803921568627451,0.21568627450980393,30,0.5882352941176471,43.666666666666664,15.874507866387544,36.35383480852109,34,0.6666666666666666,943,35,0
0.3946360153256705,261,143,40,78,0.5478927203065134,0.1532567049808429,0.2988505747126437,103,0.3946360153256705,209.0,52.08646657242167,24.921754340871612,130,0.49808429118773945,733,36,0
0.3395061728395062,162,72,17,73,0.4444444444444444,0.10493827160493827,0.4506172839506173,55,0.3395061728395062,113.33333333333333,32.046840717924134,28.276624162874235,94,0.5802469135802469,832,37,1
0.3163841807909605,177,84,28,65,0.4745762711864407,0.15819209039548024,0.3672316384180791,56,0.3163841807909605,133.66666666666666,28.478061731796284,21.305283091119417,101,0.5706214689265536,817,38,0
0.5,156,99,21,36,0.6346153846153846,0.1346153846153846,0.23076923076923078,78,0.5,132.0,41.38840417314975,31.35485164632557,105,0.6730769230769231,838,39,1
0.24396782841823056,373,136,45,192,0.3646112600536193,0.12064343163538874,0.514745308310992,91,0.24396782841823056,245.0,74.19119444606169,30.282120182065995,186,0.49865951742627346,621,40,0
0.11494252873563218,87,35,25,27,0.40229885057471265,0.28735632183908044,0.3103448275862069,10,0.11494252873563218,69.0,5.291502622129181,7.668844379897364,37,0.42528735632183906,907,41,1
0.33624454148471616,229,122,45,62,0.5327510917030568,0.1965065502183406,0.27074235807860264,77,0.33624454148471616,187.66666666666666,40.45161719058131,21.555035803151675,116,0.5065502183406113,765,42,0
0.6228070175438597,342,240,27,75,0.7017543859649122,0.07894736842105263,0.21929824561403508,213,0.6228070175438597,292.0,111.72734669721643,38.26278996480015,221,0.6461988304093568,652,43,0
0.11666666666666667,60,19,12,29,0.31666666666666665,0.2,0.48333333333333334,7,0.11666666666666667,40.666666666666664,8.54400374531753,21.009845275370978,25,0.4166666666666667,934,44,0
0.5284552845528455,246,150,20,76,0.6097560975609756,0.08130081300813008,0.3089430894308943,130,0.5284552845528455,195.33333333333334,65.20736154760442,33.382608300821374,176,0.7154471544715447,748,45,0
0.288,125,51,15,59,0.408,0.12,0.472,36,0.288,85.66666666666667,23.437861108329262,27.359370943575012,69,0.552,869,46,0
0.5536723163841808,177,114,16,47,0.6440677966101694,0.0903954802259887,0.2655367231638418,98,0.5536723163841808,145.66666666666666,50.08991914547278,34.386672182246755,119,0.672316384180791,817,47,0
0.6304347826086957,138,92,5,41,0.6666666666666666,0.036231884057971016,0.2971014492753623,87,0.6304347826086957,110.66666666666667,43.71498598878879,39.50149336336336,91,0.6594202898550725,856,48,0
0.4166666666666667,12,6,1,5,0.5,0.08333333333333333,0.4166666666666667,5,0.4166666666666667,8.666666666666666,2.6457513110645907,30.527899743052973,7,0.5833333333333334,982,49,0
0.6833333333333333,60,43,2,15,0.7166666666666667,0.03333333333333333,0.25,41,0.6833333333333333,50.0,20.952326839756964,41.90465367951393,32,0.5333333333333333,934,50,1
0.5625,32,20,2,10,0.625,0.0625,0.3125,18,0.5625,25.333333333333332,9.018499505645789,35.59934015386496,14,0.4375,962,51,1
0.7575757575757576,66,56,6,4,0.8484848484848485,0.09090909090909091,0.06060606060606061,50,0.7575757575757576,63.333333333333336,29.46183972531247,46.518694303124946,39,0.5909090909090909,928,52,0
0.391304347826087,92,51,15,26,0.5543478260869565,0.16304347826086957,0.2826086956521739,36,0.391304347826087,74.66666666666667,18.44812546936228,24.70731089646734,48,0.5217391304347826,902,53,0
0.08333333333333333,36,7,4,25,0.19444444444444445,0.1111111111111111,0.6944444444444444,3,0.08333333333333333,19.333333333333336,11.357816691600547,58.74732771517523,16,0.4444444444444444,958,54,0
0.4540059347181009,337,192,39,106,0.56973293768546,0.11572700296735905,0.314540059347181,153,0.4540059347181009,266.3333333333333,76.69637105713238,28.797135565881998,188,0.5578635014836796,657,55,0
0.3287037037037037,648,316,103,229,0.4876543209876543,0.15895061728395063,0.3533950617283951,213,0.3287037037037037,495.3333333333333,107.09341716464182,21.620474528527957,399,0.6157407407407407,346,56,0
0.2768595041322314,484,216,82,186,0.4462809917355372,0.16942148760330578,0.384297520661157,134,0.2768595041322314,360.0,70.32306402122516,19.534184450340323,276,0.5702479338842975,510,57,0
-0.022222222222222223,495,161,172,162,0.32525252525252524,0.3474747474747475,0.32727272727272727,-11,-0.022222222222222223,387.0,6.082762530298219,1.571773263642951,173,0.34949494949494947,499,58,1
0.975609756097561,41,40,0,1,0.975609756097561,0.0,0.024390243902439025,40,0.975609756097561,40.333333333333336,22.810816147900834,56.55574251545661,24,0.5853658536585366,953,59,0
0.3263157894736842,95,47,16,32,0.49473684210526314,0.16842105263157894,0.3368421052631579,31,0.3263157894736842,73.66666666666667,15.50268793897798,21.044372767843413,43,0.45263157894736844,899,60,1
0.8888888888888888,162,146,2,14,0.9012345679012346,0.012345679012345678,0.08641975308641975,144,0.8888888888888888,152.66666666666666,79.89993742175271,52.33620355136641,122,0.7530864197530864,832,61,0
0.14469453376205788,311,91,46,174,0.29260450160771706,0.14790996784565916,0.5594855305466238,45,0.14469453376205788,195.0,64.93329911018948,33.29912774881512,174,0.5594855305466238,683,62,0
0.7833333333333333,120,96,2,22,0.8,0.016666666666666666,0.18333333333333332,94,0.7833333333333333,105.33333333333333,49.51767361255979,47.01044963217702,96,0.8,874,63,0
0.14705882352941177,34,15,10,9,0.4411764705882353,0.29411764705882354,0.2647058823529412,5,0.14705882352941177,28.0,3.2145502536643185,11.480536620229708,16,0.47058823529411764,960,64,1
0.3153153153153153,111,45,10,56,0.40540540540540543,0.09009009009009009,0.5045045045045045,35,0.3153153153153153,73.66666666666667,24.020824298928627,32.607453799450624,67,0.6036036036036037,883,65,0
0.660377358490566,106,83,13,10,0.7830188679245284,0.12264150943396226,0.09433962264150944,70,0.660377358490566,99.33333333333333,41.30778780488412,41.58502128008469,73,0.6886792452830188,888,66,0
0.6428571428571429,14,10,1,3,0.7142857142857143,0.07142857142857142,0.21428571428571427,9,0.6428571428571429,12.0,4.725815626252608,39.3817968854384,11,0.7857142857142857,980,67,0
0.11583011583011583,259,95,65,99,0.3667953667953668,0.25096525096525096,0.38223938223938225,30,0.11583011583011583,193.0,18.58314648635514,9.628573308992301,125,0.4826254826254826,735,68,0
0.6578947368421053,152,110,10,32,0.7236842105263158,0.06578947368421052,0.21052631578947367,100,0.6578947368421053,130.66666666666666,52.54839039716948,40.21560489579297,119,0.7828947368421053,842,69,0
0.5,10,6,1,3,0.6,0.1,0.3,5,0.5,8.0,2.516611478423583,31.457643480294788,6,0.6,984,70,1
0.08394160583941605,274,98,75,101,0.35766423357664234,0.2737226277372263,0.3686131386861314,23,0.08394160583941605,206.66666666666666,14.224392195567912,6.88277041721028,117,0.42700729927007297,720,71,0
0.56,100,65,9,26,0.65,0.09,0.26,56,0.56,82.66666666666667,28.71120571019847,34.731297230078795,55,0.55,894,72,0
0.0,206,77,77,52,0.3737864077669903,0.3737864077669903,0.2524271844660194,0,0.0,171.33333333333334,14.433756729740644,8.424371632144343,78,0.3786407766990291,788,73,1
0.5649717514124294,177,108,8,61,0.6101694915254238,0.04519774011299435,0.3446327683615819,100,0.5649717514124294,136.33333333333334,50.02999100539596,36.69681491838334,114,0.6440677966101694,817,74,0
0.8225806451612904,62,51,0,11,0.8225806451612904,0.0,0.1774193548387097,51,0.8225806451612904,54.666666666666664,26.839026311200882,49.09577983756259,52,0.8387096774193549,932,75,0
0.6231884057971014,69,50,7,12,0.7246376811594203,0.10144927536231885,0.17391304347826086,43,0.6231884057971014,61.0,23.515952032609693,38.55074103706507,49,0.7101449275362319,925,76,0
0.56,50,31,3,16,0.62,0.06,0.32,28,0.56,39.333333333333336,14.011899704655802,35.623473825396104,32,0.64,944,77,0
0.8837209302325582,43,40,2,1,0.9302325581395349,0.046511627906976744,0.023255813953488372,38,0.8837209302325582,42.333333333333336,22.233608194203057,52.52033431701509,38,0.8837209302325582,951,78,0
0.12280701754385964,114,49,35,30,0.4298245614035088,0.30701754385964913,0.2631578947368421,14,0.12280701754385964,94.0,9.848857801796104,10.47750829978309,43,0.37719298245614036,880,79,1
-0.07142857142857142,28,8,10,10,0.2857142857142857,0.35714285714285715,0.35714285714285715,-2,-0.07142857142857142,21.333333333333332,1.1547005383792515,5.412658773652741,12,0.42857142857142855,966,80,1
0.5685279187817259,197,125,13,59,0.6345177664974619,0.06598984771573604,0.29949238578680204,112,0.5685279187817259,157.66666666666666,56.29683235612225,35.70623616667373,143,0.7258883248730964,797,81,0
-0.38666666666666666,150,11,69,70,0.07333333333333333,0.46,0.4666666666666667,-58,-0.38666666666666666,103.33333333333333,33.77869150810907,32.68905629817007,33,0.22,844,82,0
-0.03680981595092025,163,52,58,53,0.31901840490797545,0.3558282208588957,0.32515337423312884,-6,-0.03680981595092025,127.66666666666667,3.214550253664318,2.5179244806770114,51,0.3128834355828221,831,83,1
0.0,41,11,11,19,0.2682926829268293,0.2682926829268293,0.4634146341463415,0,0.0,28.333333333333332,4.618802153517006,16.301654659471787,11,0.2682926829268293,953,84,1
0.574468085106383,47,30,3,14,0.6382978723404256,0.06382978723404255,0.2978723404255319,27,0.574468085106383,37.666666666666664,13.576941236277534,36.04497673348018,33,0.7021276595744681,947,85,1
0.008849557522123894,113,35,34,44,0.30973451327433627,0.3008849557522124,0.3893805309734513,1,0.008849557522123894,83.66666666666667,5.507570547286102,6.582753642174624,36,0.3185840707964602,881,86,1
0.6388888888888888,72,47,1,24,0.6527777777777778,0.013888888888888888,0.3333333333333333,46,0.6388888888888888,56.0,23.0,41.07142857142857,46,0.6388888888888888,922,87,0
-0.4444444444444444,27,4,16,7,0.14814814814814814,0.5925925925925926,0.25925925925925924,-12,-0.4444444444444444,22.333333333333332,6.244997998398398,27.96267760476895,8,0.2962962962962963,967,88,0
0.5196850393700787,254,167,35,52,0.65748031496063,0.1377952755905512,0.2047244094488189,132,0.5196850393700787,219.33333333333334,71.80761333823409,32.73903343688484,160,0.6299212598425197,740,89,0
0.3888888888888889,108,57,15,36,0.5277777777777778,0.1388888888888889,0.3333333333333333,42,0.3888888888888889,84.0,21.0,25.0,48,0.4444444444444444,886,90,0
0.3116438356164384,292,120,29,143,0.410958904109589,0.09931506849315068,0.4897260273972603,91,0.3116438356164384,196.66666666666666,60.28543218169157,30.653609583910967,174,0.5958904109589042,702,91,0
-0.23251417769376181,529,115,238,176,0.21739130434782608,0.4499054820415879,0.332703213610586,-123,-0.23251417769376181,411.6666666666667,61.50067750304328,14.939435830698772,219,0.41398865784499056,465,92,0
0.06557377049180328,183,42,30,111,0.22950819672131148,0.16393442622950818,0.6065573770491803,12,0.06557377049180328,109.0,43.71498598878879,40.105491732833755,75,0.4098360655737705,811,93,0
0.4375,16,8,1,7,0.5,0.0625,0.4375,7,0.4375,11.333333333333334,3.7859388972001824,33.40534321058984,8,0.5,978,94,0
0.05555555555555555,18,6,5,7,0.3333333333333333,0.2777777777777778,0.3888888888888889,1,0.05555555555555555,13.333333333333334,1.0,7.5,8,0.4444444444444444,976,95,1
-0.09210526315789473,228,64,85,79,0.2807017543859649,0.37280701754385964,0.34649122807017546,-21,-0.09210526315789473,175.33333333333334,10.816653826391969,6.169194197561959,67,0.29385964912280704,766,96,1
0.5,124,68,6,50,0.5483870967741935,0.04838709677419355,0.4032258064516129,62,0.5,90.66666666666667,31.895663237081827,35.17904033501672,68,0.5483870967741935,870,97,0
